,Family,Genus,Species,Subspecies,Infrasubspecies,Sex,Name
20849,Nymphalidae,Vindula,Vindula dejone,Vindula dejone,,,Nymphalidae Vindula dejone nan nan nan
20854,Nymphalidae,Mycalesis,Mycalesis maianeas,Mycalesis maianeas,,,Nymphalidae Mycalesis maianeas nan nan nan
20889,Nymphalidae,Cirrochroa,Cirrochroa emalea,Cirrochroa emalea,,,Nymphalidae Cirrochroa emalea nan nan nan
20896,Nymphalidae,Mycalesis,Mycalesis thyateira,Mycalesis thyateira,,,Nymphalidae Mycalesis thyateira nan nan nan
20898,Nymphalidae,Lasippa,Lasippa monata,Lasippa monata,,,Nymphalidae Lasippa monata nan nan nan
20924,Nymphalidae,Athyma,Athyma larymna,Athyma larymna,,,Nymphalidae Athyma larymna nan nan nan
20925,Nymphalidae,Elymnias,Elymnias esaca,Elymnias esaca,,,Nymphalidae Elymnias esaca nan nan nan
20944,Nymphalidae,Ypthima,Ypthima baldus,Ypthima baldus,,,Nymphalidae Ypthima baldus nan nan nan
20951,Pieridae,Eurema,Eurema ada,Eurema ada,,,Pieridae Eurema ada nan nan nan
20962,Lycaenidae,Logania,Logania regina,Logania regina,,,Lycaenidae Logania regina nan nan nan
20970,Nymphalidae,Chersonesia,Chersonesia nicevillei,Chersonesia nicevillei,,,Nymphalidae Chersonesia nicevillei nan nan nan
20987,Lycaenidae,Arhopala,Arhopala avathina,Arhopala avathina,,,Lycaenidae Arhopala avathina nan nan nan
20993,Hesperiidae,Ancistroides,Ancistroides armatus,Ancistroides armatus,,,Hesperiidae Ancistroides armatus nan nan nan
20998,Nymphalidae,Euploea,Euploea phaenareta,Euploea phaenareta,,,Nymphalidae Euploea phaenareta nan nan nan
21005,Riodinidae,Abisara,Abisara savitri,Abisara savitri,,,Riodinidae Abisara savitri nan nan nan
21025,Nymphalidae,Neptis,Neptis harita,Neptis harita,,,Nymphalidae Neptis harita nan nan nan
21041,Riodinidae,Paralaxita,Paralaxita hewitsoni,Paralaxita hewitsoni,,,Riodinidae Paralaxita hewitsoni nan nan nan
21056,Nymphalidae,Lexias,Lexias canescens,Lexias canescens,,,Nymphalidae Lexias canescens nan nan nan
21066,Nymphalidae,Cupha,Cupha erymanthis,Cupha erymanthis,,,Nymphalidae Cupha erymanthis nan nan nan
21088,Pieridae,Leptosia,Leptosia nina,Leptosia nina,,,Pieridae Leptosia nina nan nan nan
21114,Riodinidae,Paralaxita,Paralaxita telesia,Paralaxita telesia,,,Riodinidae Paralaxita telesia nan nan nan
21145,Nymphalidae,Lasippa,Lasippa heliodore,Lasippa heliodore,,,Nymphalidae Lasippa heliodore nan nan nan
21149,Riodinidae,Taxila,Taxila haquinus,Taxila haquinus,,,Riodinidae Taxila haquinus nan nan nan
21150,Nymphalidae,Faunis,Faunis gracilis,Faunis gracilis,,,Nymphalidae Faunis gracilis nan nan nan
21157,Nymphalidae,Athyma,Athyma reta,Athyma reta,,,Nymphalidae Athyma reta nan nan nan
21161,Nymphalidae,Charaxes,Charaxes bernardus,Charaxes bernardus,,,Nymphalidae Charaxes bernardus nan nan nan
41283,Lasiocampidae,,,,,,Lasiocampidae nan nan nan nan nan
42130,Lasiocampidae,,,,,ERROR,Lasiocampidae nan nan nan nan @
4302,,Poritia,Poritia erycinoides,Poritia erycinoides,,,nan Poritia erycinoides nan nan nan
8069,Lycaenidae,Allotinus,Allotinus davidis,Allotinus davidis,,,Lycaenidae Allotinus davidis nan nan nan
8077,Lycaenidae,Arhopala,Arhopala amphimuta,Arhopala amphimuta,,,Lycaenidae Arhopala amphimuta nan nan nan
8141,Lycaenidae,Surendra,Surendra florimel,Surendra florimel,,,Lycaenidae Surendra florimel nan nan nan
8154,Nymphalidae,Euploea,Euploea radamanthus,Euploea radamanthus,,,Nymphalidae Euploea radamanthus nan nan nan
8227,Lycaenidae,Simiskina,Simiskina pharyge,Simiskina pharyge,,,Lycaenidae Simiskina pharyge nan nan nan
8231,Nymphalidae,Tanaecia,Tanaecia iapis,Tanaecia iapis,,,Nymphalidae Tanaecia iapis nan nan nan
8262,Hesperiidae,Celaenorrhinus,Celaenorrhinus ladana,Celaenorrhinus ladana,,,Hesperiidae Celaenorrhinus ladana nan nan nan
8265,Lycaenidae,Prosotas,Prosotas nora,Prosotas nora,,,Lycaenidae Prosotas nora nan nan nan
8268,Nymphalidae,Phalanta,Phalanta alcippe,Phalanta alcippe,,,Nymphalidae Phalanta alcippe nan nan nan
8293,Nymphalidae,Cirrochroa,Cirrochroa orissa,Cirrochroa orissa,,,Nymphalidae Cirrochroa orissa nan nan nan
8327,Lycaenidae,Jamides,Jamides elpis,Jamides elpis,,,Lycaenidae Jamides elpis nan nan nan
8354,Lycaenidae,Prosotas,Prosotas dubiosa,Prosotas dubiosa,,,Lycaenidae Prosotas dubiosa nan nan nan
8360,Lycaenidae,Curetis,Curetis santana,Curetis santana,,,Lycaenidae Curetis santana nan nan nan
8368,Nymphalidae,Terinos,Terinos atlita,Terinos atlita,,,Nymphalidae Terinos atlita nan nan nan
8390,Lycaenidae,Anthene,Anthene lycaenina,Anthene lycaenina,,,Lycaenidae Anthene lycaenina nan nan nan
8502,Nymphalidae,Idea,Idea stolli,Idea stolli,,,Nymphalidae Idea stolli nan nan nan
8535,Nymphalidae,Neptis,Neptis clinia,Neptis clinia,,,Nymphalidae Neptis clinia nan nan nan
8566,Pieridae,Cepora,Cepora iudith,Cepora iudith,,,Pieridae Cepora iudith nan nan nan
8596,Nymphalidae,Doleschallia,Doleschallia bisaltide,Doleschallia bisaltide,,,Nymphalidae Doleschallia bisaltide nan nan nan
8598,Nymphalidae,Athyma,Athyma asura,Athyma asura,,,Nymphalidae Athyma asura nan nan nan
8600,Pieridae,Cepora,Cepora pactolicus,Cepora pactolicus,,,Pieridae Cepora pactolicus nan nan nan
8715,Nymphalidae,Mycalesis,Mycalesis fuscum,Mycalesis fuscum,,,Nymphalidae Mycalesis fuscum nan nan nan
8760,Nymphalidae,Athyma,Athyma abiasa,Athyma abiasa adunora,,,Nymphalidae Athyma abiasa adunora nan nan
8791,Nymphalidae,Euripus,Euripus nyctelius,Euripus nyctelius,,,Nymphalidae Euripus nyctelius nan nan nan
8805,Nymphalidae,Polyura,Polyura athamas,Polyura athamas,,,Nymphalidae Polyura athamas nan nan nan
8809,Nymphalidae,Hypolimnas,Hypolimnas anomala,Hypolimnas anomala,,,Nymphalidae Hypolimnas anomala nan nan nan
8811,Nymphalidae,Euploea,Euploea crameri,Euploea crameri,,,Nymphalidae Euploea crameri nan nan nan
8828,Nymphalidae,Mycalesis,Mycalesis mnasicles,Mycalesis mnasicles,,,Nymphalidae Mycalesis mnasicles nan nan nan
8836,Lycaenidae,Acytolepis,Acytolepis ripte,Acytolepis ripte,,,Lycaenidae Acytolepis ripte nan nan nan
8878,Nymphalidae,Euthalia,Euthalia anosia,Euthalia anosia,,,Nymphalidae Euthalia anosia nan nan nan
8899,Papilionidae,Papilio,Papilio slateri,Papilio slateri,,,Papilionidae Papilio slateri nan nan nan
8964,Hesperiidae,Potanthus,Potanthus trachala,Potanthus trachala,,,Hesperiidae Potanthus trachala nan nan nan
9007,Hesperiidae,Acerbas,Acerbas duris,Acerbas duris,,,Hesperiidae Acerbas duris nan nan nan
9017,Lycaenidae,Plautella,Plautella cossaea,Plautella cossaea,,,Lycaenidae Plautella cossaea nan nan nan
9018,Nymphalidae,Lasippa,Lasippa viraja,Lasippa viraja,,,Nymphalidae Lasippa viraja nan nan nan
9032,Nymphalidae,Terinos,Terinos clarissa,Terinos clarissa,,,Nymphalidae Terinos clarissa nan nan nan
9045,Hesperiidae,Hasora,Hasora schoenherr,Hasora schoenherr,,,Hesperiidae Hasora schoenherr nan nan nan
9125,Nymphalidae,Neptis,Neptis ilira,Neptis ilira,,,Nymphalidae Neptis ilira nan nan nan
9171,Papilionidae,Troides,Troides amphrysus,Troides amphrysus,,,Papilionidae Troides amphrysus nan nan nan
9178,Nymphalidae,Amathusia,Amathusia ochraceofusca,Amathusia ochraceofusca,,,Nymphalidae Amathusia ochraceofusca nan nan nan
9259,Papilionidae,Graphium,Graphium megarus,Graphium megarus,,,Papilionidae Graphium megarus nan nan nan
9318,Lycaenidae,Sinthusa,Sinthusa privata,Sinthusa privata,,,Lycaenidae Sinthusa privata nan nan nan
9373,Lycaenidae,Allotinus,Allotinus fabius,Allotinus fabius,,,Lycaenidae Allotinus fabius nan nan nan
9394,Nymphalidae,Pantoporia,Pantoporia sandaka,Pantoporia sandaka,,,Nymphalidae Pantoporia sandaka nan nan nan
26039,Nymphalidae,Apaturopsis,Apaturopsis cleochares,Apaturopsis cleochares,,,Nymphalidae Apaturopsis cleochares nan nan nan
26119,Nymphalidae,Heteropsis,Heteropsis peitho,Heteropsis peitho,,,Nymphalidae Heteropsis peitho nan nan nan
26,Pieridae,Delias,Delias ladas,Delias ladas,,,Pieridae Delias ladas nan nan nan
40,Pieridae,Delias,Delias klossi,Delias klossi,,,Pieridae Delias klossi nan nan nan
53,Pieridae,Leuciacria,Leuciacria acuta,Leuciacria acuta,,,Pieridae Leuciacria acuta nan nan nan
81,Pieridae,Delias,Delias autumnalis,Delias autumnalis,,,Pieridae Delias autumnalis nan nan nan
82,Pieridae,Delias,Delias fascelis,Delias fascelis,,,Pieridae Delias fascelis nan nan nan
84,Pieridae,Delias,Delias carstensziana,Delias carstensziana,,,Pieridae Delias carstensziana nan nan nan
95,Pieridae,Delias,Delias meeki,Delias meeki,,,Pieridae Delias meeki nan nan nan
152,Pieridae,Delias,Delias pheres,Delias pheres,,,Pieridae Delias pheres nan nan nan
157,Pieridae,Delias,Delias rosamontana,Delias rosamontana,,,Pieridae Delias rosamontana nan nan nan
170,Pieridae,Delias,Delias campbelli,Delias campbelli,,,Pieridae Delias campbelli nan nan nan
174,Pieridae,Delias,Delias flavistriga,Delias flavistriga,,,Pieridae Delias flavistriga nan nan nan
248,Pieridae,Delias,Delias fascelis,Delias fascelis ibelana,,Delias fascelis ibelana male,Pieridae Delias fascelis ibelana nan male
254,Pieridae,Delias,Delias luctuosa,Delias luctuosa archboldi,,Delias luctuosa archboldi male,Pieridae Delias luctuosa archboldi nan male
292,Pieridae,Delias,Delias meeki,Delias meeki hypochrysis,,Delias meeki hypochrysis male,Pieridae Delias meeki hypochrysis nan male
295,Pieridae,Delias,Delias campbelli,Delias campbelli microleuca,,Delias campbelli microleuca male,Pieridae Delias campbelli microleuca nan male
456,Lycaenidae,Monodontides,Monodontides argioloides,Monodontides argioloides,,,Lycaenidae Monodontides argioloides nan nan nan
495,Lycaenidae,Paraduba,Paraduba metriodes,Paraduba metriodes,,,Lycaenidae Paraduba metriodes nan nan nan
506,Lycaenidae,Anthene,Anthene,Anthene,,Anthene female,Lycaenidae Anthene nan nan nan female
639,Lycaenidae,Nacaduba,Nacaduba,Nacaduba,,,Lycaenidae Nacaduba nan nan nan nan
649,Lycaenidae,Erysichton,Erysichton lineata,Erysichton lineata,,,Lycaenidae Erysichton lineata nan nan nan
846,Lycaenidae,Epimastidia,Epimastidia inops,Epimastidia inops,,,Lycaenidae Epimastidia inops nan nan nan
854,Lycaenidae,cf. Lampides,cf. Lampides,cf. Lampides,,,Lycaenidae cf. Lampides nan nan nan nan
856,Lycaenidae,cf. Nacaduba,cf. Nacaduba,cf. Nacaduba,,,Lycaenidae cf. Nacaduba nan nan nan nan
881,Lycaenidae,Zizina,Zizina labradus,Zizina labradus,,,Lycaenidae Zizina labradus nan nan nan
882,Lycaenidae,Nacaduba,Nacaduba ruficirca,Nacaduba ruficirca,,,Lycaenidae Nacaduba ruficirca nan nan nan
888,Lycaenidae,Zizula,Zizula hylax,Zizula hylax,,,Lycaenidae Zizula hylax nan nan nan
966,Lycaenidae,Pseudodipsas,Pseudodipsas eone,Pseudodipsas eone,,,Lycaenidae Pseudodipsas eone nan nan nan
3506,Lycaenidae,Udara,Udara rona,Udara rona,,,Lycaenidae Udara rona nan nan nan
3516,Lycaenidae,Udara,Udara,Udara,,,Lycaenidae Udara nan nan nan nan
3530,Lycaenidae,Udara,Udara cf. acesina,Udara cf. acesina,,,Lycaenidae Udara cf. acesina nan nan nan
3644,Lycaenidae,Udara,Udara cf. owgarra,Udara cf. owgarra,,,Lycaenidae Udara cf. owgarra nan nan nan
3656,Lycaenidae,Petrelaea,Petrelaea tombugensis,Petrelaea tombugensis,,,Lycaenidae Petrelaea tombugensis nan nan nan
3714,Lycaenidae,Nacaduba,Nacaduba cf. ruficirca,Nacaduba cf. ruficirca,,,Lycaenidae Nacaduba cf. ruficirca nan nan nan
5131,Papilionidae,Graphium,Graphium evemon,Graphium evemon eventus,,Graphium evemon eventus male,Papilionidae Graphium evemon eventus nan male
5132,Papilionidae,Graphium,Graphium sarpedon,Graphium sarpedon agusyantoei,,Graphium sarpedon agusyantoei male,Papilionidae Graphium sarpedon agusyantoei nan male
5145,Papilionidae,Graphium,Graphium sp. eurypylus-group,Graphium sp. eurypylus-group,,,Papilionidae Graphium sp. eurypylus-group nan nan nan
5167,Papilionidae,Graphium,Graphium eurypylus,Graphium eurypylus mecisteus,,Graphium eurypylus mecisteus male,Papilionidae Graphium eurypylus mecisteus nan male
5208,Papilionidae,Graphium,Graphium doson,Graphium doson evemonides,,Graphium doson evemonides female,Papilionidae Graphium doson evemonides nan female
5425,Pieridae,cf. Dismorphia,cf. Dismorphia,cf. Dismorphia,,,Pieridae cf. Dismorphia nan nan nan nan
5526,Papilionidae,Eurytides,Eurytides serville,Eurytides serville serville,,Eurytides serville serville male,Papilionidae Eurytides serville serville nan male
5527,Papilionidae,Eurytides,Eurytides thyastes,Eurytides thyastes thyastinus,,Eurytides thyastes thyastinus male,Papilionidae Eurytides thyastes thyastinus nan male
5529,Papilionidae,Papilio,Papilio menatius,Papilio menatius,,Papilio menatius male,Papilionidae Papilio menatius nan nan male
5530,Papilionidae,Eurytides,Eurytides cf. xeniades,Eurytides cf. xeniades,,Eurytides cf. xeniades male,Papilionidae Eurytides cf. xeniades nan nan male
5531,Papilionidae,Eurytides,Eurytides,Eurytides,,Eurytides male,Papilionidae Eurytides nan nan nan male
5533,Papilionidae,Parides,Parides,Parides,,Parides male,Papilionidae Parides nan nan nan male
5535,Papilionidae,Papilio,Papilio thoas,Papilio thoas cf. cinyras,,Papilio thoas cf. cinyras male,Papilionidae Papilio thoas cf. cinyras nan male
5537,Papilionidae,Parides,Parides,Parides,,Parides female,Papilionidae Parides nan nan nan female
5538,Papilionidae,Eurytides,Eurytides cf. leucaspis,Eurytides cf. leucaspis,,Eurytides cf. leucaspis male,Papilionidae Eurytides cf. leucaspis nan nan male
5542,Papilionidae,Papilio,Papilio zagreus,Papilio zagreus,,Papilio zagreus male,Papilionidae Papilio zagreus nan nan male
5544,Papilionidae,Papilio,Papilio thoas,Papilio thoas cyniras,,Papilio thoas cyniras male,Papilionidae Papilio thoas cyniras nan male
5549,Papilionidae,Papilio,Papilio menatius,Papilio menatius ctesiades,,Papilio menatius ctesiades male,Papilionidae Papilio menatius ctesiades nan male
5554,Papilionidae,Papilio,Papilio androgeus,Papilio androgeus androgeus,,Papilio androgeus androgeus male,Papilionidae Papilio androgeus androgeus nan male
5555,Papilionidae,Battus,Battus belus,Battus belus belus,,Battus belus belus male,Papilionidae Battus belus belus nan male
5556,Papilionidae,Eurytides,Eurytides agesilaus,Eurytides agesilaus autosilaus,,Eurytides agesilaus autosilaus male,Papilionidae Eurytides agesilaus autosilaus nan male
5561,Papilionidae,Papilio,Papilio isidorus,Papilio isidorus cf. tingo,,Papilio isidorus cf. tingo male,Papilionidae Papilio isidorus cf. tingo nan male
5563,Papilionidae,Eurytides,Eurytides xeniades,Eurytides xeniades cf. signatus,,Eurytides xeniades cf. signatus male,Papilionidae Eurytides xeniades cf. signatus nan male
5575,Papilionidae,Papilio,Papilio anchisiades,Papilio anchisiades cf. capys,,Papilio anchisiades cf. capys male,Papilionidae Papilio anchisiades cf. capys nan male
5589,Papilionidae,Parides,Parides erithalion,Parides erithalion,,Parides erithalion male,Papilionidae Parides erithalion nan nan male
5615,Papilionidae,Troides,Troides vandepolli,Troides vandepolli vandepolli,,Troides vandepolli vandepolli male,Papilionidae Troides vandepolli vandepolli nan male
5620,Papilionidae,Papilio,Papilio arjuna,Papilio arjuna gedeensis,,Papilio arjuna gedeensis male,Papilionidae Papilio arjuna gedeensis nan male
5691,Papilionidae,Troides,Troides vandepolli,Troides vandepolli vandepolli,,Troides vandepolli vandepolli female,Papilionidae Troides vandepolli vandepolli nan female
5709,Papilionidae,Papilio,Papilio arjuna,Papilio arjuna tenggerensis,,Papilio arjuna tenggerensis male,Papilionidae Papilio arjuna tenggerensis nan male
5723,Papilionidae,Papilio,Papilio arjuna,Papilio arjuna cf. gedeensis,,Papilio arjuna cf. gedeensis male,Papilionidae Papilio arjuna cf. gedeensis nan male
5860,Papilionidae,Graphium,Graphium angolanus,Graphium angolanus angolanus,,Graphium angolanus angolanus female,Papilionidae Graphium angolanus angolanus nan female
5935,Papilionidae,Papilio,Papilio epicydes,Papilio epicydes epicydes,,Papilio epicydes epicydes male,Papilionidae Papilio epicydes epicydes nan male
5936,Papilionidae,Papilio,Papilio protenor,Papilio protenor euprotenor,,Papilio protenor euprotenor male,Papilionidae Papilio protenor euprotenor nan male
5954,Papilionidae,Papilio,Papilio inopinatus,Papilio inopinatus,,Papilio inopinatus male,Papilionidae Papilio inopinatus nan nan male
5957,Papilionidae,Papilio,Papilio inopinatus,Papilio inopinatus,,Papilio inopinatus female,Papilionidae Papilio inopinatus nan nan female
5963,Papilionidae,Pachliopta,Pachliopta polydorus,Pachliopta polydorus cf. thessalia,,Pachliopta polydorus cf. thessalia female,Papilionidae Pachliopta polydorus cf. thessalia nan female
5965,Papilionidae,Papilio,Papilio fuscus,Papilio fuscus langeni,,Papilio fuscus langeni male,Papilionidae Papilio fuscus langeni nan male
5966,Papilionidae,Pachliopta,Pachliopta polydorus,Pachliopta polydorus cf. thessalia,,Pachliopta polydorus cf. thessalia male,Papilionidae Pachliopta polydorus cf. thessalia nan male
5967,Papilionidae,Papilio,Papilio fuscus,Papilio fuscus langeni,,Papilio fuscus langeni female,Papilionidae Papilio fuscus langeni nan female
5981,Papilionidae,Eurytides,Eurytides dioxippus,Eurytides dioxippus dioxippus,,Eurytides dioxippus dioxippus male,Papilionidae Eurytides dioxippus dioxippus nan male
5983,Papilionidae,Eurytides,Eurytides thyastes,Eurytides thyastes panamensis,,Eurytides thyastes panamensis male,Papilionidae Eurytides thyastes panamensis nan male
5984,Papilionidae,Papilio,Papilio thoas,Papilio thoas nealces,,Papilio thoas nealces male,Papilionidae Papilio thoas nealces nan male
5995,Papilionidae,Parides,Parides childrenae,Parides childrenae latifasciatus,,Parides childrenae latifasciatus male,Papilionidae Parides childrenae latifasciatus nan male
5999,Papilionidae,Eurytides,Eurytides columbus,Eurytides columbus,,Eurytides columbus male,Papilionidae Eurytides columbus nan nan male
6009,Papilionidae,Meandrusa,Meandrusa payeni,Meandrusa payeni evan,,Meandrusa payeni evan male,Papilionidae Meandrusa payeni evan nan male
6027,Papilionidae,Papilio,Papilio alcmenor,Papilio alcmenor alcmenor,,Papilio alcmenor alcmenor female,Papilionidae Papilio alcmenor alcmenor nan female
6028,Papilionidae,Papilio,Papilio polytes,Papilio polytes romulus,,Papilio polytes romulus male,Papilionidae Papilio polytes romulus nan male
6030,Papilionidae,Graphium,Graphium doson,Graphium doson doson,,Graphium doson doson male,Papilionidae Graphium doson doson nan male
6039,Papilionidae,Papilio,Papilio aegeus,Papilio aegeus ormenus,,Papilio aegeus ormenus male,Papilionidae Papilio aegeus ormenus nan male
6040,Papilionidae,Troides,Troides oblongomaculatus,Troides oblongomaculatus papuensis,,Troides oblongomaculatus papuensis male,Papilionidae Troides oblongomaculatus papuensis nan male
6042,Papilionidae,Papilio,Papilio ambrax,Papilio ambrax ambrax,,Papilio ambrax ambrax male,Papilionidae Papilio ambrax ambrax nan male
6044,Papilionidae,Papilio,Papilio euchenor,Papilio euchenor euchenor,,Papilio euchenor euchenor male,Papilionidae Papilio euchenor euchenor nan male
6189,Papilionidae,Papilio,Papilio arjuna,Papilio arjuna cf. tenggerensis,,Papilio arjuna cf. tenggerensis male,Papilionidae Papilio arjuna cf. tenggerensis nan male
6228,Papilionidae,Papilio,Papilio fuscus,Papilio fuscus cf. langeni,,Papilio fuscus cf. langeni male,Papilionidae Papilio fuscus cf. langeni nan male
6229,Papilionidae,Papilio,Papilio polytes,Papilio polytes,,Papilio polytes female,Papilionidae Papilio polytes nan nan female
6257,Papilionidae,Papilio,Papilio arjuna,Papilio arjuna gedeensis,,Papilio arjuna gedeensis female,Papilionidae Papilio arjuna gedeensis nan female
6268,Pieridae,Appias,Appias albina,Appias albina semperi,,Appias albina semperi male,Pieridae Appias albina semperi nan male
6270,Pieridae,Appias,Appias nero,Appias nero palawanica,,Appias nero palawanica male,Pieridae Appias nero palawanica nan male
6272,Pieridae,Cepora,Cepora aspasia,Cepora aspasia olga,,Cepora aspasia olga male,Pieridae Cepora aspasia olga nan male
6275,Pieridae,Appias,Appias indra,Appias indra massilia,,Appias indra massilia male,Pieridae Appias indra massilia nan male
6276,Pieridae,Saletara,Saletara panda,Saletara panda erebina,,Saletara panda erebina male,Pieridae Saletara panda erebina nan male
6277,Pieridae,Gandacina,Gandacina harina,Gandacina harina palawanica,,Gandacina harina palawanica male,Pieridae Gandacina harina palawanica nan male
6281,Pieridae,Pareronia,Pareronia valeria,Pareronia valeria palawana,,Pareronia valeria palawana male,Pieridae Pareronia valeria palawana nan male
6298,Pieridae,Eurema,Eurema sari,Eurema sari obucola,,Eurema sari obucola male,Pieridae Eurema sari obucola nan male
6299,Pieridae,Appias,Appias aegis,Appias aegis caepia,,Appias aegis caepia male,Pieridae Appias aegis caepia nan male
6301,Pieridae,Delias,Delias hyparete,Delias hyparete luzonensis,,Delias hyparete luzonensis male,Pieridae Delias hyparete luzonensis nan male
6302,Pieridae,Appias,Appias nero,Appias nero domitia,,Appias nero domitia male,Pieridae Appias nero domitia nan male
6304,Pieridae,Delias,Delias henningia,Delias henningia henningia,,Delias henningia henningia male,Pieridae Delias henningia henningia nan male
6305,Pieridae,Appias,Appias albina,Appias albina semperi,,Appias albina semperi female,Pieridae Appias albina semperi nan female
6307,Pieridae,Delias,Delias themis,Delias themis soteira,,Delias themis soteira male,Pieridae Delias themis soteira nan male
6313,Pieridae,Leptosia,Leptosia nina,Leptosia nina terentia,,Leptosia nina terentia male,Pieridae Leptosia nina terentia nan male
6329,Pieridae,Delias,Delias henningia,Delias henningia henningia,,Delias henningia henningia female,Pieridae Delias henningia henningia nan female
6333,Pieridae,Appias,Appias indra,Appias indra massilia,,Appias indra massilia female,Pieridae Appias indra massilia nan female
6339,Pieridae,Pareronia,Pareronia boebera,Pareronia boebera boebera,,Pareronia boebera boebera male,Pieridae Pareronia boebera boebera nan male
6346,Pieridae,Gandaca,Gandaca harina,Gandaca harina palawanica,,Gandaca harina palawanica male,Pieridae Gandaca harina palawanica nan male
6352,Pieridae,Delias,Delias argenthona,Delias argenthona argenthona,,Delias argenthona argenthona male,Pieridae Delias argenthona argenthona nan male
6353,Pieridae,Eurema,Eurema cf. hecabe,Eurema cf. hecabe tamiathis,,Eurema cf. hecabe tamiathis male,Pieridae Eurema cf. hecabe tamiathis nan male
6354,Pieridae,Eurema,Eurema cf. hecabe,Eurema cf. hecabe tamiathis,,Eurema cf. hecabe tamiathis female,Pieridae Eurema cf. hecabe tamiathis nan female
6356,Pieridae,Cepora,Cepora boisduvaliana,Cepora boisduvaliana boisduvaliana,,Cepora boisduvaliana boisduvaliana male,Pieridae Cepora boisduvaliana boisduvaliana nan male
6362,Pieridae,Catopsilia,Catopsilia pomona,Catopsilia pomona pomona,,Catopsilia pomona pomona female,Pieridae Catopsilia pomona pomona nan female
6365,Pieridae,Appias,Appias aegis,Appias aegis illana,,Appias aegis illana male,Pieridae Appias aegis illana nan male
6375,Papilionidae,Papilio,Papilio hystaspes,Papilio hystaspes,,Papilio hystaspes male,Papilionidae Papilio hystaspes nan nan male
6376,Papilionidae,Graphium,Graphium euphrates,Graphium euphrates euphrates,,Graphium euphrates euphrates male,Papilionidae Graphium euphrates euphrates nan male
6404,Papilionidae,Graphium,Graphium euphrates,Graphium euphrates cf. euphrates,,Graphium euphrates cf. euphrates male,Papilionidae Graphium euphrates cf. euphrates nan male
6406,Papilionidae,Papilio,Papilio daedalus,Papilio daedalus daedalus,,Papilio daedalus daedalus male,Papilionidae Papilio daedalus daedalus nan male
6407,Papilionidae,Graphium,Graphium euphrates,Graphium euphrates euphrates,,Graphium euphrates euphrates female,Papilionidae Graphium euphrates euphrates nan female
6409,Papilionidae,Pachliopta,Pachliopta mariae,Pachliopta mariae camarines,,Pachliopta mariae camarines male,Papilionidae Pachliopta mariae camarines nan male
6410,Papilionidae,Papilio,Papilio deiphobus,Papilio deiphobus rumanzovia,,Papilio deiphobus rumanzovia male,Papilionidae Papilio deiphobus rumanzovia nan male
6415,Papilionidae,Pachliopta,Pachliopta kotzebuea,Pachliopta kotzebuea cf. kotzebuea,,Pachliopta kotzebuea cf. kotzebuea male,Papilionidae Pachliopta kotzebuea cf. kotzebuea nan male
6420,Papilionidae,Papilio,Papilio demoleus,Papilio demoleus cf. libanius,,Papilio demoleus cf. libanius female,Papilionidae Papilio demoleus cf. libanius nan female
6421,Papilionidae,Troides,Troides rhadamantus,Troides rhadamantus rhadamantus,,Troides rhadamantus rhadamantus male,Papilionidae Troides rhadamantus rhadamantus nan male
6422,Papilionidae,Troides,Troides magellanus,Troides magellanus,,Troides magellanus male,Papilionidae Troides magellanus nan nan male
6427,Papilionidae,Atrophaneura,Atrophaneura semperi,Atrophaneura semperi sorsogona,,Atrophaneura semperi sorsogona male,Papilionidae Atrophaneura semperi sorsogona nan male
6430,Papilionidae,Lamproptera,Lamproptera meges,Lamproptera meges decius,,Lamproptera meges decius male,Papilionidae Lamproptera meges decius nan male
6432,Papilionidae,Troides,Troides magellanus,Troides magellanus,,Troides magellanus female,Papilionidae Troides magellanus nan nan female
6438,Papilionidae,Papilio,Papilio alphenor,Papilio alphenor ledebouria,,Papilio alphenor ledebouria female,Papilionidae Papilio alphenor ledebouria nan female
6443,Papilionidae,Troides,Troides rhadamantus,Troides rhadamantus rhadamantus,,Troides rhadamantus rhadamantus female,Papilionidae Troides rhadamantus rhadamantus nan female
6444,Papilionidae,Pachliopta,Pachliopta kotzebuea,Pachliopta kotzebuea cf. kotzebuea,,Pachliopta kotzebuea cf. kotzebuea female,Papilionidae Pachliopta kotzebuea cf. kotzebuea nan female
6459,Papilionidae,Pachliopta,Pachliopta mariae,Pachliopta mariae camarines,,Pachliopta mariae camarines female,Papilionidae Pachliopta mariae camarines nan female
6467,Papilionidae,Graphium,Graphium eurypylus,Graphium eurypylus gordion,,Graphium eurypylus gordion male,Papilionidae Graphium eurypylus gordion nan male
6473,Papilionidae,Ornithoptera,Ornithoptera priamus,Ornithoptera priamus,,Ornithoptera priamus male,Papilionidae Ornithoptera priamus nan nan male
6481,Papilionidae,Papilio,Papilio blumei,Papilio blumei,,Papilio blumei male,Papilionidae Papilio blumei nan nan male
6482,Papilionidae,Troides,Troides hypolitus,Troides hypolitus cellularis,,Troides hypolitus cellularis female,Papilionidae Troides hypolitus cellularis nan female
6485,Papilionidae,Pachliopta,Pachliopta polydorus,Pachliopta polydorus,,Pachliopta polydorus female,Papilionidae Pachliopta polydorus nan nan female
6488,Papilionidae,Papilio,Papilio memnon,Papilio memnon cf. memnon,,Papilio memnon cf. memnon female,Papilionidae Papilio memnon cf. memnon nan female
